anio,sem,enfermedad,casos,cie
2007,34,infecciones respiratorias agudas,300205,j00-j06
2007,34,intoxicacion alimentaria bacteriana,687,a05
2007,34,intoxicacion por animales venenosos,1209,t63 excepto t63.2
2007,34,intoxicacion por plaguicidas,133,t60
2007,34,intoxicacion por veneno de escorpion,5524,t63.2
2007,34,leptospirosis,10,a27
2007,34,meningitis meningococica,1,a39.0
2007,34,meningitis tuberculosa,2,a17.0
2007,34,meningitis,16,g00-g03
2007,34,mordeduras por otros mamiferos,237,w55
2007,34,mordeduras por perro,2289,w54
2007,34,mordeduras por serpiente,92,x20
2007,34,neumonias y bronconeumonias,1909,j12
2007,34,paludismo por p. falciparum,0,b50
2007,34,paludismo por p. vivax,56,b51
2007,34,paralisis flacida aguda,19,u98
2007,34,parotiditis infecciosa,127,b26
2007,34,rubeola congenita,0,p35.0
2007,34,rubeola,4,b06
2007,34,shigelosis,281,a03
2007,34,sida,125,b20-b24
2007,34,sifilis congenita,2,a50
2007,34,tetanos neonatal,0,a33
2007,34,tetanos,2,a34
2007,34,tos ferina,7,a37
2007,34,tuberculosis respiratoria,269,a15-a16
2007,34,varicela,3135,b01
2007,35,brucelosis,57,a23
2007,35,colera,0,a00
2007,35,dengue clasico,1258,a90
2007,35,enfermedad febril exantematica,34,u97
2007,35,enfermedades infecciosas intestinales,106565,a01-a03
2007,35,escarlatina,67,a38
2007,35,fiebre del oeste del nilo,0,a92.3
2007,35,fiebre reumatica aguda,22,i00-i02
2007,35,fiebre tifoidea,943,a01.0
2007,35,hepatitis virica a,333,b15
2007,35,hepatitis virica b,10,b16
2007,35,hepatitis virica c,36,b17.1
2007,35,infeccion asintomatica por vih,71,z21
2007,35,infeccion intestinal debida a virus y otros organismos,88393,a04 a08-a09
2007,35,infecciones respiratorias agudas,290199,j00-j06
2007,35,intoxicacion alimentaria bacteriana,642,a05
2007,35,intoxicacion por animales venenosos,1208,t63 excepto t63.2
2007,35,intoxicacion por plaguicidas,98,t60
2007,35,intoxicacion por veneno de escorpion,4566,t63.2
2007,35,leptospirosis,3,a27
2007,35,meningitis meningococica,0,a39.0
2007,35,meningitis tuberculosa,5,a17.0
2007,35,meningitis,9,g00-g03
2007,35,mordeduras por otros mamiferos,216,w55
2007,35,mordeduras por perro,2170,w54
2007,35,mordeduras por serpiente,93,x20
2007,35,neumonias y bronconeumonias,1604,j12
2007,35,paludismo por p. falciparum,0,b50
2007,35,paludismo por p. vivax,69,b51
2007,35,paralisis flacida aguda,12,u98
2007,35,parotiditis infecciosa,129,b26
2007,35,rubeola congenita,1,p35.0
2007,35,rubeola,1,b06
2007,35,shigelosis,505,a03
2007,35,sida,97,b20-b24
2007,35,sifilis congenita,3,a50
2007,35,tetanos neonatal,0,a33
2007,35,tetanos,1,a34
2007,35,tos ferina,10,a37
2007,35,tuberculosis respiratoria,262,a15-a16
2007,35,varicela,3047,b01
2007,36,brucelosis,39,a23
2007,36,colera,0,a00
2007,36,conjuntivitis,5663,b30
2007,36,dengue clasico,1033,a90
2007,36,enfermedad febril exantematica,20,u97
2007,36,escarlatina,86,a38
2007,36,fiebre del oeste del nilo,0,a92.3
2007,36,fiebre reumatica aguda,17,i00-i02
2007,36,fiebre tifoidea,951,a01.0
2007,36,hepatitis virica b,13,b16
2007,36,hepatitis virica c,27,b17.1
2007,36,infeccion asintomatica por vih,80,z21
2007,36,infeccion gonococica genitourinaria,27,a54.0-a54.2
2007,36,infeccion intestinal debida a virus y otros organismos,84962,a04 a08-a09
2007,36,infecciones respiratorias agudas,324750,j00-j06
2007,36,intoxicacion alimentaria bacteriana,654,a05
2007,36,intoxicacion por plaguicidas,88,t60
2007,36,intoxicacion por veneno de escorpion,4207,t63.2
2007,36,leptospirosis,2,a27
2007,36,meningitis meningococica,1,a39.0
2007,36,meningitis tuberculosa,1,a17.0
2007,36,meningitis,14,g00-g03
2007,36,mordeduras por perro,2163,w54
2007,36,mordeduras por serpiente,89,x20
2007,36,neumonias y bronconeumonias,1624,j12
2007,36,paludismo por p. falciparum,0,b50
2007,36,paludismo por p. vivax,44,b51
2007,36,paralisis flacida aguda,22,u98
2007,36,paratifoidea,2320,a01.1-a02
2007,36,parotiditis infecciosa,141,b26
2007,36,rubeola congenita,0,p35.0
2007,36,rubeola,0,b06
2007,36,shigelosis,351,a03
2007,36,sifilis adquirida,40,a51-a53
2007,36,sifilis congenita,6,a50
2007,36,tetanos neonatal,0,a33
2007,36,tetanos,0,a34
2007,36,tos ferina,0,a37
2007,36,tuberculosis respiratoria,260,a15-a16
2007,36,varicela,2737,b01
2007,37,brucelosis,24,a23
2007,37,colera,0,a00
2007,37,dengue clasico,1052,a90
2007,37,enfermedad febril exantematica,72,u97
2007,37,enfermedades infecciosas intestinales,107201,a01-a03
2007,37,escarlatina,97,a38
2007,37,fiebre del oeste del nilo,0,a92.3
2007,37,fiebre reumatica aguda,19,i00-i02
2007,37,fiebre tifoidea,894,a01.0
2007,37,hepatitis virica a,392,b15
2007,37,hepatitis virica b,10,b16
2007,37,hepatitis virica c,33,b17.1
2007,37,infeccion asintomatica por vih,55,z21
2007,37,infeccion intestinal debida a virus y otros organismos,88190,a04 a08-a09
2007,37,infecciones respiratorias agudas,437174,j00-j06
2007,37,intoxicacion alimentaria bacteriana,554,a05
2007,37,intoxicacion por animales venenosos,1246,t63 excepto t63.2
2007,37,intoxicacion por plaguicidas,99,t60
2007,37,intoxicacion por veneno de escorpion,5123,t63.2
2007,37,leptospirosis,0,a27
2007,37,meningitis meningococica,2,a39.0
2007,37,meningitis tuberculosa,3,a17.0
2007,37,meningitis,21,g00-g03
2007,37,mordeduras por otros mamiferos,246,w55
2007,37,mordeduras por perro,2292,w54
2007,37,mordeduras por serpiente,89,x20
2007,37,neumonias y bronconeumonias,2003,j12
2007,37,paludismo por p. falciparum,0,b50
2007,37,paludismo por p. vivax,6,b51
2007,37,paralisis flacida aguda,14,u98
2007,37,parotiditis infecciosa,133,b26
2007,37,rubeola congenita,0,p35.0
2007,37,rubeola,4,b06
2007,37,shigelosis,367,a03
2007,37,sida,66,b20-b24
2007,37,sifilis congenita,1,a50
2007,37,tetanos neonatal,0,a33
2007,37,tetanos,7,a34
2007,37,tos ferina,0,a37
2007,37,tuberculosis respiratoria,230,a15-a16
2007,37,varicela,3020,b01
2007,38,brucelosis,52,a23
2007,38,colera,0,a00
2007,38,dengue clasico,1935,a90
2007,38,enfermedad febril exantematica,68,u97
2007,38,enfermedades infecciosas intestinales,101981,a01-a03
2007,38,escarlatina,82,a38
2007,38,fiebre del oeste del nilo,0,a92.3
2007,38,fiebre reumatica aguda,11,i00-i02
2007,38,fiebre tifoidea,952,a01.0
2007,38,hepatitis virica a,460,b15
2007,38,hepatitis virica b,19,b16
2007,38,hepatitis virica c,37,b17.1
2007,38,infeccion asintomatica por vih,105,z21
2007,38,infeccion intestinal debida a virus y otros organismos,83439,a04 a08-a09
2007,38,infecciones respiratorias agudas,489345,j00-j06
2007,38,intoxicacion alimentaria bacteriana,689,a05
2007,38,intoxicacion por animales venenosos,1241,t63 excepto t63.2
2007,38,intoxicacion por plaguicidas,83,t60
2007,38,intoxicacion por veneno de escorpion,5001,t63.2
2007,38,leptospirosis,1,a27
2007,38,meningitis meningococica,0,a39.0
2007,38,meningitis tuberculosa,4,a17.0
2007,38,meningitis,12,g00-g03
2007,38,mordeduras por otros mamiferos,198,w55
2007,38,mordeduras por perro,2223,w54
2007,38,mordeduras por serpiente,94,x20
2007,38,neumonias y bronconeumonias,2643,j12
2007,38,paludismo por p. falciparum,0,b50
2007,38,paludismo por p. vivax,44,b51
2007,38,paralisis flacida aguda,14,u98
2007,38,parotiditis infecciosa,131,b26
2007,38,rubeola congenita,0,p35.0
2007,38,rubeola,2,b06
2007,38,shigelosis,465,a03
2007,38,sida,105,b20-b24
2007,38,sifilis congenita,6,a50
2007,38,tetanos neonatal,0,a33
2007,38,tetanos,0,a34
2007,38,tos ferina,9,a37
2007,38,tuberculosis respiratoria,277,a15-a16
2007,38,varicela,2805,b01
2007,39,brucelosis,39,a23
2007,39,colera,0,a00
2007,39,dengue clasico,1844,a90
2007,39,enfermedad febril exantematica,157,u97
2007,39,enfermedades infecciosas intestinales,100909,a01-a03
2007,39,escarlatina,98,a38
2007,39,fiebre del oeste del nilo,0,a92.3
2007,39,fiebre reumatica aguda,22,i00-i02
2007,39,fiebre tifoidea,1136,a01.0
2007,39,hepatitis virica a,429,b15
2007,39,hepatitis virica b,20,b16
2007,39,hepatitis virica c,29,b17.1
2007,39,infeccion asintomatica por vih,62,z21
2007,39,infeccion intestinal debida a virus y otros organismos,82149,a04 a08-a09
2007,39,infecciones respiratorias agudas,522838,j00-j06
2007,39,intoxicacion alimentaria bacteriana,600,a05
2007,39,intoxicacion por animales venenosos,1244,t63 excepto t63.2
2007,39,intoxicacion por plaguicidas,67,t60
2007,39,intoxicacion por veneno de escorpion,5081,t63.2
2007,39,leptospirosis,1,a27
2007,39,meningitis meningococica,2,a39.0
2007,39,meningitis tuberculosa,2,a17.0
2007,39,meningitis,35,g00-g03
2007,39,mordeduras por otros mamiferos,230,w55
2007,39,mordeduras por perro,2308,w54
2007,39,mordeduras por serpiente,113,x20
2007,39,neumonias y bronconeumonias,2817,j12
2007,39,paludismo por p. falciparum,0,b50
2007,39,paludismo por p. vivax,36,b51
2007,39,paralisis flacida aguda,0,u98
2007,39,parotiditis infecciosa,121,b26
2007,39,rubeola congenita,0,p35.0
2007,39,rubeola,1,b06
2007,39,shigelosis,315,a03
2007,39,sida,75,b20-b24
2007,39,sifilis congenita,4,a50
2007,39,tetanos neonatal,0,a33
2007,39,tetanos,1,a34
2007,39,tos ferina,0,a37
2007,39,tuberculosis respiratoria,288,a15-a16
2007,39,varicela,2875,b01
2007,40,brucelosis,34,a23
2007,40,colera,0,a00
2007,40,conjuntivitis,5887,b30
2007,40,dengue clasico,1971,a90
2007,40,enfermedad febril exantematica,31,u97
2007,40,escarlatina,87,a38
2007,40,fiebre del oeste del nilo,0,a92.3
2007,40,fiebre reumatica aguda,18,i00-i02
2007,40,fiebre tifoidea,1013,a01.0
2007,40,hepatitis virica a,398,b15
2007,40,hepatitis virica b,10,b16
2007,40,hepatitis virica c,37,b17.1
2007,40,infeccion asintomatica por vih,70,z21
2007,40,infeccion gonococica genitourinaria,24,a54.0-a54.2
2007,40,infeccion intestinal debida a virus y otros organismos,76834,a04 a08-a09
2007,40,infecciones respiratorias agudas,500912,j00-j06
2007,40,intoxicacion alimentaria bacteriana,572,a05
2007,40,intoxicacion por plaguicidas,97,t60
2007,40,intoxicacion por veneno de escorpion,5328,t63.2
2007,40,leptospirosis,2,a27
2007,40,meningitis meningococica,2,a39.0
2007,40,meningitis tuberculosa,3,a17.0
2007,40,meningitis,15,g00-g03
2007,40,mordeduras por otros mamiferos,221,w55
2007,40,mordeduras por perro,2257,w54
2007,40,mordeduras por serpiente,98,x20
2007,40,neumonias y bronconeumonias,2883,j12
2007,40,paludismo por p. falciparum,0,b50
2007,40,paludismo por p. vivax,29,b51
2007,40,paralisis flacida aguda,24,u98
2007,40,paratifoidea,2529,a01.1-a02
2007,40,parotiditis infecciosa,129,b26
2007,40,rubeola congenita,0,p35.0
2007,40,rubeola,2,b06
2007,40,shigelosis,256,a03
2007,40,sifilis adquirida,47,a51-a53
2007,40,sifilis congenita,7,a50
2007,40,tetanos neonatal,0,a33
2007,40,tetanos,0,a34
2007,40,tos ferina,2,a37
2007,40,tuberculosis respiratoria,246,a15-a16
2007,40,varicela,2818,b01
2007,41,brucelosis,39,a23
2007,41,colera,0,a00
2007,41,dengue clasico,2581,a90
2007,41,enfermedad febril exantematica,82,u97
2007,41,enfermedades infecciosas intestinales,98084,a01-a03
2007,41,escarlatina,103,a38
2007,41,fiebre del oeste del nilo,0,a92.3
2007,41,fiebre reumatica aguda,18,i00-i02
2007,41,fiebre tifoidea,1119,a01.0
2007,41,hepatitis virica a,365,b15
2007,41,hepatitis virica b,6,b16
2007,41,hepatitis virica c,18,b17.1
2007,41,infeccion asintomatica por vih,75,z21
2007,41,infeccion intestinal debida a virus y otros organismos,79483,a04 a08-a09
2007,41,infecciones respiratorias agudas,510978,j00-j06
2007,41,intoxicacion alimentaria bacteriana,959,a05
2007,41,intoxicacion por animales venenosos,1151,t63 excepto t63.2
2007,41,intoxicacion por plaguicidas,84,t60
2007,41,intoxicacion por veneno de escorpion,5155,t63.2
2007,41,leptospirosis,6,a27
2007,41,meningitis meningococica,0,a39.0
2007,41,meningitis tuberculosa,0,a17.0
2007,41,meningitis,19,g00-g03
2007,41,mordeduras por otros mamiferos,225,w55
2007,41,mordeduras por perro,2303,w54
2007,41,mordeduras por serpiente,99,x20
2007,41,neumonias y bronconeumonias,3271,j12
2007,41,paludismo por p. falciparum,0,b50
2007,41,paludismo por p. vivax,23,b51
2007,41,paralisis flacida aguda,7,u98
2007,41,parotiditis infecciosa,140,b26
2007,41,rubeola congenita,0,p35.0
2007,41,rubeola,2,b06
2007,41,shigelosis,266,a03
2007,41,sida,128,b20-b24
2007,41,sifilis congenita,2,a50
2007,41,tetanos neonatal,0,a33
2007,41,tetanos,1,a34
2007,41,tos ferina,2,a37
2007,41,tuberculosis respiratoria,239,a15-a16
2007,41,varicela,3128,b01
2007,42,brucelosis,24,a23
2007,42,colera,0,a00
2007,42,conjuntivitis,5932,b30
2007,42,dengue clasico,2415,a90
2007,42,enfermedad febril exantematica,8,u97
2007,42,enfermedades infecciosas intestinales,92809,a01-a03
2007,42,escarlatina,109,a38
2007,42,fiebre del oeste del nilo,0,a92.3
2007,42,fiebre reumatica aguda,12,i00-i02
2007,42,fiebre tifoidea,888,a01.0
2007,42,hepatitis virica b,16,b16
2007,42,infeccion asintomatica por vih,75,z21
2007,42,infeccion intestinal debida a virus y otros organismos,75517,a04 a08-a09
2007,42,infecciones respiratorias agudas,490915,j00-j06
2007,42,intoxicacion alimentaria bacteriana,525,a05
2007,42,intoxicacion por plaguicidas,71,t60
2007,42,intoxicacion por veneno de escorpion,5702,t63.2
2007,42,leptospirosis,1,a27
2007,42,meningitis meningococica,0,a39.0
2007,42,meningitis tuberculosa,1,a17.0
2007,42,meningitis,10,g00-g03
2007,42,mordeduras por perro,1984,w54
2007,42,mordeduras por serpiente,116,x20
2007,42,neumonias y bronconeumonias,3451,j12
2007,42,paludismo por p. falciparum,0,b50
2007,42,paludismo por p. vivax,31,b51
2007,42,paralisis flacida aguda,0,u98
2007,42,parotiditis infecciosa,117,b26
2007,42,rubeola congenita,0,p35.0
2007,42,rubeola,2,b06
2007,42,shigelosis,185,a03
2007,42,sida,85,b20-b24
2007,42,sifilis congenita,4,a50
2007,42,tetanos neonatal,0,a33
2007,42,tetanos,0,a34
2007,42,tos ferina,2,a37
2007,42,tuberculosis respiratoria,241,a15-a16
2007,42,varicela,3213,b01
2007,43,brucelosis,46,a23
2007,43,colera,0,a00
2007,43,conjuntivitis,6043,b30
2007,43,dengue clasico,2368,a90
2007,43,enfermedad febril exantematica,133,u97
2007,43,enfermedades infecciosas intestinales,93840,a01-a03
2007,43,escarlatina,96,a38
2007,43,fiebre del oeste del nilo,0,a92.3
2007,43,fiebre reumatica aguda,19,i00-i02
2007,43,fiebre tifoidea,945,a01.0
2007,43,hepatitis virica b,13,b16
2007,43,infeccion asintomatica por vih,68,z21
2007,43,infeccion intestinal debida a virus y otros organismos,76648,a04 a08-a09
2007,43,infecciones respiratorias agudas,516780,j00-j06
2007,43,intoxicacion alimentaria bacteriana,713,a05
2007,43,intoxicacion por plaguicidas,62,t60
2007,43,intoxicacion por veneno de escorpion,5550,t63.2
2007,43,leptospirosis,1,a27
2007,43,meningitis meningococica,1,a39.0
2007,43,meningitis tuberculosa,5,a17.0
2007,43,meningitis,17,g00-g03
2007,43,mordeduras por perro,2159,w54
2007,43,mordeduras por serpiente,101,x20
2007,43,neumonias y bronconeumonias,3630,j12
2007,43,paludismo por p. falciparum,0,b50
2007,43,paludismo por p. vivax,65,b51
2007,43,paralisis flacida aguda,3,u98
2007,43,parotiditis infecciosa,148,b26
2007,43,rubeola congenita,0,p35.0
2007,43,rubeola,1,b06
2007,43,shigelosis,259,a03
2007,43,sida,115,b20-b24
2007,43,sifilis congenita,5,a50
2007,43,tetanos neonatal,0,a33
2007,43,tetanos,2,a34
2007,43,tos ferina,0,a37
2007,43,tuberculosis respiratoria,296,a15-a16
2007,43,varicela,3239,b01
2007,44,brucelosis,20,a23
2007,44,colera,0,a00
2007,44,conjuntivitis,5405,b30
2007,44,dengue clasico,2673,a90
2007,44,enfermedad febril exantematica,37,u97
2007,44,enfermedades infecciosas intestinales,80172,a01-a03
2007,44,escarlatina,93,a38
2007,44,fiebre del oeste del nilo,0,a92.3
2007,44,fiebre reumatica aguda,12,i00-i02
2007,44,fiebre tifoidea,816,a01.0
2007,44,hepatitis virica b,7,b16
2007,44,infeccion asintomatica por vih,44,z21
2007,44,infeccion intestinal debida a virus y otros organismos,65585,a04 a08-a09
2007,44,infecciones respiratorias agudas,503952,j00-j06
2007,44,intoxicacion alimentaria bacteriana,517,a05
2007,44,intoxicacion por plaguicidas,37,t60
2007,44,intoxicacion por veneno de escorpion,4779,t63.2
2007,44,leptospirosis,4,a27
2007,44,meningitis meningococica,0,a39.0
2007,44,meningitis tuberculosa,1,a17.0
2007,44,meningitis,17,g00-g03
2007,44,mordeduras por perro,1770,w54
2007,44,mordeduras por serpiente,88,x20
2007,44,neumonias y bronconeumonias,3205,j12
2007,44,paludismo por p. falciparum,0,b50
2007,44,paludismo por p. vivax,43,b51
2007,44,paralisis flacida aguda,13,u98
2007,44,parotiditis infecciosa,168,b26
2007,44,rubeola congenita,0,p35.0
2007,44,rubeola,2,b06
2007,44,shigelosis,230,a03
2007,44,sida,58,b20-b24
2007,44,sifilis congenita,7,a50
2007,44,tetanos neonatal,0,a33
2007,44,tetanos,0,a34
2007,44,tos ferina,0,a37
2007,44,tuberculosis respiratoria,215,a15-a16
2007,44,varicela,3097,b01
2007,45,brucelosis,30,a23
2007,45,colera,0,a00
2007,45,conjuntivitis,4517,b30
2007,45,dengue clasico,2436,a90
2007,45,enfermedad febril exantematica,24,u97
2007,45,escarlatina,78,a38
2007,45,fiebre del oeste del nilo,0,a92.3
2007,45,fiebre reumatica aguda,14,i00-i02
2007,45,fiebre tifoidea,684,a01.0
2007,45,hepatitis virica a,332,b15
2007,45,hepatitis virica b,4,b16
2007,45,hepatitis virica c,35,b17.1
2007,45,infeccion asintomatica por vih,50,z21
2007,45,infeccion gonococica genitourinaria,20,a54.0-a54.2
2007,45,infeccion intestinal debida a virus y otros organismos,56010,a04 a08-a09
2007,45,infecciones respiratorias agudas,456729,j00-j06
2007,45,intoxicacion alimentaria bacteriana,692,a05
2007,45,intoxicacion por plaguicidas,24,t60
2007,45,intoxicacion por veneno de escorpion,4129,t63.2
2007,45,leptospirosis,2,a27
2007,45,meningitis meningococica,1,a39.0
2007,45,meningitis tuberculosa,4,a17.0
2007,45,meningitis,3,g00-g03
2007,45,mordeduras por otros mamiferos,144,w55
2007,45,mordeduras por perro,1574,w54
2007,45,mordeduras por serpiente,59,x20
2007,45,neumonias y bronconeumonias,3199,j12
2007,45,paludismo por p. falciparum,0,b50
2007,45,paludismo por p. vivax,40,b51
2007,45,paralisis flacida aguda,0,u98
2007,45,paratifoidea,1816,a01.1-a02
2007,45,parotiditis infecciosa,120,b26
2007,45,rubeola congenita,0,p35.0
2007,45,rubeola,1,b06
2007,45,shigelosis,143,a03
2007,45,sifilis adquirida,30,a51-a53
2007,45,sifilis congenita,1,a50
2007,45,tetanos neonatal,0,a33
2007,45,tetanos,0,a34
2007,45,tos ferina,0,a37
2007,45,tuberculosis respiratoria,231,a15-a16
2007,45,varicela,2526,b01
2007,46,brucelosis,33,a23
2007,46,colera,0,a00
2007,46,conjuntivitis,6084,b30
2007,46,dengue clasico,2803,a90
2007,46,enfermedad febril exantematica,39,u97
2007,46,enfermedades infecciosas intestinales,87066,a01-a03
2007,46,escarlatina,136,a38
2007,46,fiebre del oeste del nilo,0,a92.3
2007,46,fiebre reumatica aguda,22,i00-i02
2007,46,fiebre tifoidea,815,a01.0
2007,46,hepatitis virica b,26,b16
2007,46,infeccion asintomatica por vih,74,z21
2007,46,infeccion intestinal debida a virus y otros organismos,71706,a04 a08-a09
2007,46,infecciones respiratorias agudas,571324,j00-j06
2007,46,intoxicacion alimentaria bacteriana,935,a05
2007,46,intoxicacion por plaguicidas,44,t60
2007,46,intoxicacion por veneno de escorpion,4965,t63.2
2007,46,leptospirosis,4,a27
2007,46,meningitis meningococica,2,a39.0
2007,46,meningitis tuberculosa,2,a17.0
2007,46,meningitis,17,g00-g03
2007,46,mordeduras por perro,1935,w54
2007,46,mordeduras por serpiente,94,x20
2007,46,neumonias y bronconeumonias,3508,j12
2007,46,paludismo por p. falciparum,0,b50
2007,46,paludismo por p. vivax,34,b51
2007,46,paralisis flacida aguda,0,u98
2007,46,parotiditis infecciosa,173,b26
2007,46,rubeola congenita,1,p35.0
2007,46,rubeola,1,b06
2007,46,shigelosis,208,a03
2007,46,sida,96,b20-b24
2007,46,sifilis congenita,6,a50
2007,46,tetanos neonatal,0,a33
2007,46,tetanos,0,a34
2007,46,tos ferina,0,a37
2007,46,tuberculosis respiratoria,186,a15-a16
2007,46,varicela,3828,b01
2007,47,brucelosis,23,a23
2007,47,colera,0,a00
2007,47,dengue clasico,1800,a90
2007,47,enfermedad febril exantematica,0,u97
2007,47,enfermedades infecciosas intestinales,84799,a01-a03
2007,47,escarlatina,97,a38
2007,47,fiebre del oeste del nilo,0,a92.3
2007,47,fiebre reumatica aguda,12,i00-i02
2007,47,fiebre tifoidea,756,a01.0
2007,47,hepatitis virica a,359,b15
2007,47,hepatitis virica b,8,b16
2007,47,hepatitis virica c,29,b17.1
2007,47,infeccion asintomatica por vih,89,z21
2007,47,infeccion intestinal debida a virus y otros organismos,69500,a04 a08-a09
2007,47,infecciones respiratorias agudas,563753,j00-j06
2007,47,intoxicacion alimentaria bacteriana,847,a05
2007,47,intoxicacion por animales venenosos,837,t63 excepto t63.2
2007,47,intoxicacion por plaguicidas,46,t60
2007,47,intoxicacion por veneno de escorpion,4973,t63.2
2007,47,leptospirosis,2,a27
2007,47,meningitis meningococica,2,a39.0
2007,47,meningitis tuberculosa,3,a17.0
2007,47,meningitis,17,g00-g03
2007,47,mordeduras por otros mamiferos,189,w55
2007,47,mordeduras por perro,1790,w54
2007,47,mordeduras por serpiente,67,x20
2007,47,neumonias y bronconeumonias,3533,j12
2007,47,paludismo por p. falciparum,0,b50
2007,47,paludismo por p. vivax,55,b51
2007,47,paralisis flacida aguda,18,u98
2007,47,parotiditis infecciosa,151,b26
2007,47,rubeola congenita,0,p35.0
2007,47,rubeola,3,b06
2007,47,shigelosis,176,a03
2007,47,sida,103,b20-b24
2007,47,sifilis congenita,7,a50
2007,47,tetanos neonatal,0,a33
2007,47,tetanos,0,a34
2007,47,tos ferina,0,a37
2007,47,tuberculosis respiratoria,218,a15-a16
2007,47,varicela,3783,b01
2007,48,brucelosis,29,a23
2007,48,colera,0,a00
2007,48,conjuntivitis,5318,b30
2007,48,dengue clasico,1411,a90
2007,48,enfermedad febril exantematica,0,u97
2007,48,enfermedades infecciosas intestinales,80523,a01-a03
2007,48,escarlatina,92,a38
2007,48,fiebre del oeste del nilo,0,a92.3
2007,48,fiebre reumatica aguda,15,i00-i02
2007,48,fiebre tifoidea,651,a01.0
2007,48,hepatitis virica b,14,b16
2007,48,infeccion asintomatica por vih,68,z21
2007,48,infeccion intestinal debida a virus y otros organismos,67166,a04 a08-a09
2007,48,infecciones respiratorias agudas,514505,j00-j06
2007,48,intoxicacion alimentaria bacteriana,504,a05
2007,48,intoxicacion por plaguicidas,46,t60
2007,48,intoxicacion por veneno de escorpion,4541,t63.2
2007,48,leptospirosis,4,a27
2007,48,meningitis meningococica,3,a39.0
2007,48,meningitis tuberculosa,2,a17.0
2007,48,meningitis,14,g00-g03
2007,48,mordeduras por perro,1799,w54
2007,48,mordeduras por serpiente,79,x20
2007,48,neumonias y bronconeumonias,3412,j12
2007,48,paludismo por p. falciparum,0,b50
2007,48,paludismo por p. vivax,41,b51
2007,48,paralisis flacida aguda,13,u98
2007,48,parotiditis infecciosa,137,b26
2007,48,rubeola congenita,0,p35.0
2007,48,rubeola,5,b06
2007,48,shigelosis,219,a03
2007,48,sida,55,b20-b24
2007,48,sifilis congenita,3,a50
2007,48,tetanos neonatal,0,a33
2007,48,tetanos,0,a34
2007,48,tos ferina,0,a37
2007,48,tuberculosis respiratoria,206,a15-a16
2007,48,varicela,3871,b01
2007,49,brucelosis,25,a23
2007,49,conjuntivitis,5345,b30
2007,49,dengue clasico,1232,a90
2007,49,enfermedad febril exantematica,239,u97
2007,49,escarlatina,110,a38
2007,49,fiebre del oeste del nilo,0,a92.3
2007,49,fiebre reumatica aguda,13,i00-i02
2007,49,hepatitis virica c,46,b17.1
2007,49,infeccion intestinal debida a virus y otros organismos,65581,a04 a08-a09
2007,49,infecciones respiratorias agudas,521183,j00-j06
2007,49,intoxicacion alimentaria bacteriana,645,a05
2007,49,intoxicacion por animales venenosos,672,t63 excepto t63.2
2007,49,intoxicacion por plaguicidas,33,t60
2007,49,intoxicacion por veneno de escorpion,3984,t63.2
2007,49,leptospirosis,4,a27
2007,49,meningitis meningococica,0,a39.0
2007,49,meningitis tuberculosa,1,a17.0
2007,49,meningitis,19,g00-g03
2007,49,mordeduras por perro,1794,w54
2007,49,mordeduras por serpiente,53,x20
2007,49,neumonias y bronconeumonias,3421,j12
2007,49,paludismo por p. falciparum,0,b50
2007,49,paludismo por p. vivax,61,b51
2007,49,paratifoidea,1983,a01.1-a02
2007,49,parotiditis infecciosa,137,b26
2007,49,rubeola,0,b06
2007,49,shigelosis,174,a03
2007,49,tetanos neonatal,0,a33
2007,49,tetanos,0,a34
2007,49,tos ferina,0,a37
2007,49,tuberculosis respiratoria,254,a15-a16
2007,49,varicela,4261,b01
2007,50,brucelosis,26,a23
2007,50,colera,0,a00
2007,50,dengue clasico,527,a90
2007,50,enfermedad febril exantematica,70,u97
2007,50,enfermedades infecciosas intestinales,79857,a01-a03
2007,50,escarlatina,98,a38
2007,50,fiebre del oeste del nilo,0,a92.3
2007,50,fiebre reumatica aguda,16,i00-i02
2007,50,fiebre tifoidea,768,a01.0
2007,50,hepatitis virica a,305,b15
2007,50,hepatitis virica b,17,b16
2007,50,hepatitis virica c,25,b17.1
2007,50,infeccion asintomatica por vih,91,z21
2007,50,infeccion intestinal debida a virus y otros organismos,65244,a04 a08-a09
2007,50,infecciones respiratorias agudas,556005,j00-j06
2007,50,intoxicacion alimentaria bacteriana,762,a05
2007,50,intoxicacion por animales venenosos,670,t63 excepto t63.2
2007,50,intoxicacion por plaguicidas,83,t60
2007,50,intoxicacion por veneno de escorpion,3815,t63.2
2007,50,leptospirosis,5,a27
2007,50,meningitis meningococica,1,a39.0
2007,50,meningitis tuberculosa,3,a17.0
2007,50,meningitis,18,g00-g03
2007,50,mordeduras por otros mamiferos,189,w55
2007,50,mordeduras por perro,1844,w54
2007,50,mordeduras por serpiente,48,x20
2007,50,neumonias y bronconeumonias,3350,j12
2007,50,paludismo por p. falciparum,0,b50
2007,50,paralisis flacida aguda,5,u98
2007,50,parotiditis infecciosa,107,b26
2007,50,rubeola congenita,1,p35.0
2007,50,rubeola,0,b06
2007,50,shigelosis,198,a03
2007,50,sida,93,b20-b24
2007,50,sifilis congenita,6,a50
2007,50,tetanos neonatal,0,a33
2007,50,tetanos,3,a34
2007,50,tos ferina,0,a37
2007,50,tuberculosis respiratoria,258,a15-a16
2007,50,varicela,4373,b01
2007,51,brucelosis,22,a23
2007,51,colera,0,a00
